Number;Text;Flag
1016030;A finely crafted mural depicting a masked figure surrounded by seven spirits.  The figure kneels, as if in supplication.;Original
1016031;A gate out of this remote island.;Original
1016032;A polished mural depicting a valley full of cloaked figures hauling massive stones towards a mountain pass.;Original
1016033;A teleporter out.;Original
1016034;A teleporter to the ground;Original
1016035;A teleporter to the ground.;Original
1016036;Adventure Outfitters;Original
1016037;Adventurer's Clothing;Original
1016038;Adventurer's Needle;Original
1016039;Almonjin, The Foreseeing Eye;Original
1016040;An Arch Cure Scroll;Original
1016041;An intricate mural of five cloaked figures standing before an immense stone altar, each raising a jagged knife to their throat.;Original
1016042;Anchors Aweigh;Original
1016043;Anshu, The Breath of Life;Original
1016044;Archer's Guild;Original
1016045;Artistic Armor;Original
1016046;Artists' Guild;Original
1016047;Audience granted by appointment only;Original
1016048;Baked Delights;Original
1016049;Baker's Dozen;Original
1016050;Bank of Brittania : Trinsic Branch;Original
1016051;Bank of Magincia;Original
1016052;Bank of Minoc;Original
1016053;Bank of Nujelm;Original
1016054;Bank of Ocllo;Original
1016055;Bank of Skara Brae;Original
1016056;Baratoz, Keeper of the Pit;Original
1016057;Bardic Guild;Original
1016058;Barracks;Original
1016059;Bay Side Road;Original
1016060;Beasts of Burden;Original
1016061;Better Leather Tannery;Original
1016062;Beware - animals cannot survive the journey through this portal!;Original
1016063;Beware the maze of Relvinian!;Original
1016064;Beware: Animals cannot survive the journey through this portal!;Original
1016065;Kovařina;Modified
1016066;Bloody Bowman;Original
1016067;Bloody Thumb Woodworks;Original
1016068;Blue Lander;Original
1016069;Bountiful Meats;Original
1016070;Britain;Original
1016071;Britain Public Library;Original
1016072;Britain's Blacksmith Guild;Original
1016073;Britain's Premier Provisioners and Fish Shoppe;Original
1016074;Britannia Animal Care;Original
1016075;Britannia Prison;Original
1016076;Britannia Royal Zoo;Original
1016077;Britannian Herbs;Original
1016078;Brittania Provisions;Original
1016079;Brotherhood of Trinsic;Original
1016080;Brothers in Arms;Original
1016081;Brothers of the Nimble Hand;Original
1016082;Buccaneer's Bath;Original
1016083;Buccaneer's Den Leatherworks;Original
1016084;Builders' Delight;Original
1016085;Call to Arms;Original
1016086;Cast out from our world by those who would not believe.;Original
1016087;Castle Blackthorn;Original
1016088;Castle Britannia;Original
1016089;Cavalry Guild;Original
1016090;Councilor's Guild;Original
1016091;Counselor's Guild;Original
1016092;Counselor's Guild;Modified
1016093;Court of Truth;Original
1016094;Covetous Dungeon;Original
1016095;Cutlass Smithing;Original
1016096;Cypress Bridge;Original
1016097;DO NOT DELETE ME;Original
1016098;Deadly Intentions;Original
1016099;Debtor's Prison;Original
1016100;Deep Forest Healing;Original
1016101;Deposits handled by saying BANK;Original
1016102;Dispel Field Scroll;Original
1016103;Docks to Skara Brae;Original
1016104;East Side Park;Original
1016105;Easter Eggs;Original
1016106;Empath Abbey;Original
1016107;Encyclopedia Magicka;Original
1016108;Encyclopedia Magika;Original
1016109;Enter and become one among ghosts.  So decries Relvinian!;Original
1016110;Ethereal Goods;Original
1016111;Farmer's Market;Original
1016112;Farmers' Market;Original
1016113;Ferry Out of Service;Original
1016114;Finest Cuts;Original
1016115;First Academy of Music;Original
1016116;First Bank of Moonglow and Tinkersguild;Original
1016117;First Defense;Original
1016118;First Trinsic Stablery;Original
1016119;Fisherman's Brew;Original
1016120;Fisherman's Wharf;Original
1016121;Fishermen's Guild & Supplies;Original
1016122;From Tree to Yew;Original
1016123;Gadgets and Things;Original
1016124;Gears and Gadgets;Original
1016125;Get thee gone or suffer my wrath!  -Relvinian, Master of Daemons;Original
1016126;Good Eats;Original
1016127;Gore Galore;Original
1016128;Great Horns Tavern;Original
1016129;Great Oak Bowyer;Original
1016130;Great Oak Vessels;Original
1016131;Gung Farmer's Bridge;Original
1016132;Hammer & Steel Smithy;Original
1016133;Hand of Death;Original
1016134;Haven Clockworks;Original
1016135;Haven Exit;Original
1016136;Haven Public Library and Chemist;Original
1016137;Healer of Britain;Original
1016138;Healer of Buccaneer's Den;Original
1016139;Healer of Magincia;Original
1016140;Healer of Ocllo;Original
1016141;Healer of Skara Brae;Original
1016142;Healer of Vesper;Original
1016143;Healer of Yew;Original
1016144;Healing Hands of Haven;Original
1016145;Heavy Metal Armorer;Original
1016146;Herbal Splendor;Original
1016147;Honorable Arms;Original
1016148;Hut o' Magics;Original
1016149;Illusionist's Guild;Original
1016150;In remembrance of our noble leaders.;Original
1016151;Incantations & Enchantments;Original
1016152;Vězení;Modified
1016153;Jewel of the Isle;Original
1016154;Jhelom Armory;Original
1016155;Jhelom Bank and Jeweler;Original
1016156;Jhelom Dueling Pit;Original
1016157;Jhelom Healer;Original
1016158;Jhelom Library;Original
1016159;Jhelom Mage;Original
1016160;Jhelom's Fine Tailoring;Original
1016161;Kaltivel, The Lorekeeper;Original
1016162;Last Chance Provisioners;Original
1016163;Lord British's Conservatory of Music;Original
1016164;Mage's Appetite;Original
1016165;Mage's Bread;Original
1016166;Mage's Bridge;Original
1016167;Mage's Things;Original
1016168;Mages' Menagerie;Original
1016169;Mages'sThings;Original
1016170;Magical Supplies;Original
1016171;Magincia Miner's Guild;Original
1016172;Magincia Parliment;Modified
1016173;Magincia's Magicka;Original
1016174;Maliel, The Hand Of Fate;Original
1016175;Meditation begins with a mantra thrice spoken;Original
1016176;Meditation works best from on high;Original
1016177;Mercenary Inn;Original
1016178;Merchants' Guild;Original
1016179;Mess Hall;Original
1016180;Minoc;Original
1016181;Minoc Town Hall;Original
1016182;Minoc and Vesper;Original
1016183;Mistas Regsit;Original
1016184;Moonglow Academy of Arts;Original
1016185;Moonglow Healer;Original
1016186;Moonglow Reagent Shop;Original
1016187;Moonglow Student Hostel;Original
1016188;Moonglow's Finest Alchemy;Original
1016189;More Than Just Mail;Original
1016190;Mount Kendall;Original
1016191;Mystic Treasures;Original
1016192;Mystical Spirits;Original
1016193;Nature's Best Baked Goods;Original
1016194;Needful Things;Original
1016195;No Trespassing by order of Relvinian the sane!;Original
1016196;No Trespassing!;Original
1016197;Now You're Cookin';Original
1016198;Nujel'm Court;Original
1016199;Nujel'm Marketplace;Original
1016200;Nujel'm Palace;Original
1016201;Nujel'm Theater;Original
1016202;Nujelm Blacksmith;Original
1016203;Nujelm Bowry;Original
1016204;Nujelm Butcher;Original
1016205;Nujelm Tannery;Original
1016206;Ocean's Treasure;Original
1016207;Ocllo Public Library;Original
1016208;On Guard Armory;Original
1016209;Only a mind at peace can approach the shrine;Original
1016210;Only then can Balance be found.;Original
1016211;Paint and More;Original
1016212;Paladin's Library;Original
1016213;Paladin's Library;Modified
1016214;Performing Arts Centre;Original
1016215;Pier 39;Original
1016216;Pirate's Den;Original
1016217;Pirates Provisioner;Original
1016218;Place Garbage Here;Original
1016219;Please Do Not Delete;Original
1016220;Plenty O' Dough;Original
1016221;Poor Gate;Original
1016222;Premier Gems;Original
1016223;Profuse Provisions;Original
1016224;Public Smithing;Original
1016225;Quality Fletching;Original
1016226;Quarantine Area: No pets permitted beyond this point!;Original
1016227;Quarantine Post: No pets allowed past this point!;Original
1016228;Quarantine area: No pets permitted through this cave!;Original
1016229;Rangers' Guild;Original
1016230;Red Lander;Original
1016231;Relvinian is MAD!  Beware the Daemons!;Original
1016232;Restful Slumber;Original
1016233;River Road;Original
1016234;River's Gate Bridge;Original
1016235;Royal Stables;Original
1016236;Sage Advice;Original
1016237;Sailor's Keeper;Original
1016238;Scholars Cut;Original
1016239;Seaborne Ships;Original
1016240;Seat of Knowledge;Original
1016241;Second Defense Armory;Original
1016242;Second Skin;Original
1016243;Seeker's Inn;Original
1016244;Serpent Hold Meats;Original
1016245;Serpent Warrior's;Original
1016246;Serpent's Hold Healer;Original
1016247;Serpent's Spells;Original
1016248;Serpents Arms;Original
1016249;Serpents Hold Stablery;Original
1016250;Sewer Entrance: ENTER AT YOUR OWN PERIL!;Original
1016251;Shear Pleasure;Original
1016252;Shining Path Armory;Original
1016253;Shrine of Honesty;Original
1016254;Shrine of Justice;Original
1016255;Silver Serpent Bows;Original
1016256;Silver Serpent Tailors;Original
1016257;Skara Brae Ferry :    Step onto the boat and say I wish to cross;Modified
1016258;Skara Brae Town Hall;Original
1016259;Sons of the Sea;Original
1016260;Sosarian Steeds;Original
1016261;Southside Stables;Original
1016262;Stáje;Modified
1016263;Stitchin' Time;Original
1016264;Strange Rocks;Original
1016265;Strength and Steel;Original
1016266;Sundry Supplies;Original
1016267;Superior Ships;Original
1016268;Supplies;Original
1016269;Sweet Dreams;Original
1016270;Sweet Meat;Original
1016271;Tailor of the Isle;Original
1016272;Tanner's Shop;Original
1016273;Teleporter;Original
1016274;The Adventurer's Friend;Original
1016275;The Adventurers Supplies;Original
1016276;The Albatross;Original
1016277;The Alchemist of Wind;Original
1016278;The Barely Inn;Original
1016279;The Barnacle;Original
1016280;The Best Hides of Britain;Original
1016281;The Blue Boar;Original
1016282;The Book of Natural Truths;Original
1016283;The Bountiful Harvest;Original
1016284;The Bread Basket;Original
1016285;The Broken Arrow Inn;Original
1016286;The Bubbling Brew;Original
1016287;The Bucking Horse Stables;Original
1016288;The Busy Bees;Original
1016289;The Butcher's Knife;Original
1016290;The Carpentry House;Original
1016291;The Cat's Lair;Original
1016292;The Chamber of Virtue;Original
1016293;The Champions of Light;Original
1016294;The Circles of Magic;Original
1016295;The Cleaver;Original
1016296;The Colored Canvas;Original
1016297;The Deuce's Vinculum Inn;Original
1016298;The Dog and Lion Pub;Original
1016299;The Falconer's Inn;Original
1016300;The Family Jewels;Original
1016301;The Farmer's Market;Original
1016302;The First Bank of Britain;Original
1016303;The First Bank of Haven;Original
1016304;The First Library of Britain;Original
1016305;The Fishermen's Guild;Original
